sp_code,vernacular_name,scientific_name,individual_id,sex,age,breeding_stage,deployment_site,deployment_decimal_latitude,deployment_decimal_longitude,device_type,device_id,year,month,day,time,time_zone,decimal_latitude,decimal_longitude,location_quality,processing_method_gls,latitude_uncertainty_metres,longitude_uncertainty_metres,track_id,land
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,19,04:56:00,GMT,-46.718,38.679,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,19,05:40:00,GMT,-46.772,39.195,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,19,06:18:00,GMT,-46.773,39.216,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,19,06:42:00,GMT,-46.773,39.201,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,19,07:20:00,GMT,-46.775,39.203,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,03:00:00,GMT,-46.906,39.285,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,03:42:00,GMT,-46.914,39.303,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,04:23:00,GMT,-46.91,39.278,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,04:36:00,GMT,-46.913,39.256,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,05:20:00,GMT,-46.919,39.252,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,06:06:00,GMT,-46.945,39.244,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,06:17:00,GMT,-46.934,39.229,3,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,06:59:00,GMT,-46.948,39.225,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,20,08:41:00,GMT,-46.972,39.256,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,01:16:00,GMT,-47.175,39.482,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,04:10:00,GMT,-47.2,39.511,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,04:15:00,GMT,-47.213,39.522,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,05:01:00,GMT,-47.221,39.52,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,05:51:00,GMT,-47.237,39.515,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,05:51:00,GMT,-47.242,39.508,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,06:38:00,GMT,-47.248,39.501,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,21,08:19:00,GMT,-47.28,39.474,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,22,02:19:00,GMT,-47.402,38.337,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,22,03:51:00,GMT,-47.396,38.275,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,22,04:00:00,GMT,-47.388,38.266,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,22,04:37:00,GMT,-47.383,38.242,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,22,05:31:00,GMT,-47.357,38.231,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,22,05:41:00,GMT,-47.364,38.229,1,NA,NA,NA,AFS_PP048_38622,0
